Message_Length,Document Index (generated),Message_Length (bin),Number of Records,Created Time,Id (From),Id,Message,Name,Updated Time
526,109,525,1,2018-04-19T16:54:27+0000,100018752347018,284578622020844_388193524992686,"Not sure how many of you saw this post by Tanvi. But this is a great example of the influence a facilitator can have on a learner and get them to realise the potential they have. Hear the stories to understand more :) 

One question for all of you from what Sandhya in the first video said - If as facilitators/trainers you had to choose between bookish knowledge vs confidence and communication skills for your students what would you choose?  Joel Sumangala Angadi Mary Veena Deepak Saini Sapana Vaja Jignesh Pranami Jijeesh",Neha,2018-04-19T16:54:28+0000
143,110,125,1,2018-04-18T07:42:15+0000,100025312147621,284578622020844_387542241724481,"Do we have a future plan to work with schools, so that we can introduce our curriculam before 18 age so that they can be very clear from start?",Vijay Sukhani,2018-04-19T00:57:40+0000
69,111,50,1,2018-04-17T07:35:27+0000,100025312207513,284578622020844_387120495099989,Brothers and sisters kindly send me s2s banner design if you have. ☺️,LAWLY CLAUDSON K L,2018-04-18T18:19:56+0000
182,112,175,1,2018-04-18T09:24:57+0000,100022235132013,284578622020844_387564431722262,"To express a feeling without words, that is the true gratification of art- Amber Limbaugh

#Artworkshop#Kalaunjar#Middleschool#team#learning#colors#feelings#thoughts#expressions#free",Jaiti,2018-04-18T14:58:04+0000
162,113,150,1,2018-04-07T07:49:43+0000,100024568189151,284578622020844_383005332178172,"Glimpses of My Delhi Visit for Digital Literacy, Happy to share digital literacy to all, special thanks to Bismita BiswalTanviAngelaAzmatAshuva ShuziiniJaya Verma",Nikhil,2018-04-18T12:11:35+0000
34,114,25,1,2018-04-18T07:42:01+0000,100025367670984,284578622020844_387542215057817,Difference between job and career?,Fenil Gajera,2018-04-18T07:42:01+0000
93,115,75,1,2018-04-18T07:36:33+0000,100025367670984,284578622020844_387540941724611,"TOT Ahmedabad
We have learned about importance of Career development and facilitating styles.",Fenil Gajera,2018-04-18T07:37:24+0000
1665,116,1650,1,2018-04-18T06:12:28+0000,100022015449989,284578622020844_387519291726776,"Hi 

I am pavani,I have conducted guest lecture on career building and importance of communicative english at Maulana Azad national Urdu university in Hyderabad

would like to share notes of guest lecture

 

About Speaker: Avishek Gupta, Head of Business
Avishek leads the Business team at CII and identifies new investment opportunities and manages investments across Caspian's focus sectors.
[https://www.cii.caspian.in/avishek](https://www.cii.caspian.in/avishek)

Main points he discussed:
1.Career Building
2.Importance of communicative English

On Career, what worked
1.keep an open mind
2.Work hard on whatever opportunity you get
3.Keep learning
4.Get ahead in career by pushing yourself ahead and not by pushing others behind
5.Build relationships and trust with other people
6.Be on Time

On English:

There are about 1600 languages in India and 22+1 officially recognised languages. How do you communicate with another set of people who come from a different set?
English is the most commonly spoken language across most of the world and even in India. If you want to get work done, if you want others to help you, if you want to learn, the only way to do that is make it easier for larger number of people to understand what you are saying and help you. English is the single most widely spoken language and hence you have a better chance of being able to reach out to a much wider set of people by being able to converse in English

Students feedback:
Session was very helpful to how they can build their career by the different opportunities and options they can choose.
Expecting more sessions on
1.Tme management
2.Employability
3.Job opportunities",Pavani,2018-04-18T06:12:30+0000
184,117,175,1,2018-04-18T05:26:51+0000,100021479812612,284578622020844_387510278394344,"# Dear Folks, here are all the answers to your Frequently Asked Questions about Trainer Tribe. Read them to know your Trainer Tribe well. 
# Let us know if you have any more questions.",Trainer Tribe,2018-04-18T05:26:51+0000
80,118,75,1,2018-04-17T11:35:37+0000,100022083483608,284578622020844_387187185093320,try and failure  wear the batch of honor  ..... best motivational video......   ,Jintha,2018-04-17T11:35:38+0000
876,119,875,1,2018-04-17T10:31:59+0000,100022094042409,284578622020844_387171815094857,"# **#32 Fact for the Day**
# **9 Things You Should Never Forbid Children from Doing**

Psychologists think that** limits make a child feel safer and calmer.** However, certain restraints can do just the opposite, ***making your little one feel insecure and slowing their development***. Here are some things you should allow your kids to do – for instance, crying and being noise.  

**With Amazing Groups**

[Communicative English](https://questalliance.facebook.com/groups/2076064505946695/) [Entrepreneurship](https://questalliance.facebook.com/groups/166971703871481/) [Life Skills](https://questalliance.facebook.com/groups/148774729037763/) [My Career](https://questalliance.facebook.com/groups/112376982763245/) [Digital Literacy](https://questalliance.facebook.com/groups/853886414784948/) [Resource Library](https://questalliance.facebook.com/groups/112373509463067/)",Joel,2018-04-17T10:32:00+0000
30,120,25,1,2018-04-17T09:34:36+0000,100022089980732,284578622020844_387156348429737,Shear experience career club..,Sahil (Ram Prakash),2018-04-17T10:18:45+0000
108,121,100,1,2018-04-17T08:29:34+0000,100025212742566,284578622020844_387135215098517,This is mock test for market scan  and appearing  interview for senior  trainees  in Govt. ITI (W)  Gulbarga,Lalita H Patil,2018-04-17T08:29:36+0000
79,122,75,1,2018-04-02T10:12:58+0000,100021982639863,284578622020844_380961359049236,Showing hichki it's awesome inspirational movie for students and trainers also.,Mr.Bamdev Tripathi,2018-04-17T01:58:05+0000
411,123,400,1,2018-04-11T18:51:53+0000,100024568189151,284578622020844_384948105317228,"Great opportunity to gain more knowledge about Digital Literacy, but before that Please answer the question! And question is... 

1) - What is the digital literacy for you? 
2) - Which are the best practice in Digital Literacy Education field?

(From the lens of facilitator role and individual.)

Great and emerging digital literacy fact and facilitation activities will share with you soon..

Digital Literacy",Nikhil,2018-04-16T17:34:49+0000
60,124,50,1,2018-04-11T08:02:46+0000,100022089980732,284578622020844_384718112006894,Asian Bridge India Varanasi career club shear experieance...,Sahil (Ram Prakash),2018-04-16T11:22:40+0000
238,125,225,1,2018-04-14T04:06:58+0000,100021479812612,284578622020844_385862295225809,"# What do we know Dr. Ambedkar for? If you know leave a comment as a reply to the post. 
# बाबा साहेब अंबेडकर किस लिए जाने जाते है? comment करें और हमे बताये 
## Today is Ambedkar Jayanti - Dr. Ambedkar was born on this day 127 years ago.",Trainer Tribe,2018-04-16T10:12:45+0000
87,126,75,1,2018-04-14T06:00:53+0000,100022546450934,284578622020844_385892825222756,What makes Dr. Ambedkar a special leader ever in Indian history?  leave the post ......,Rosline,2018-04-16T06:12:53+0000
255,127,250,1,2018-04-16T05:38:03+0000,100021479812612,284578622020844_386700355142003,"# This post is a very good example of an informative, useful and engaging post. 
# Want to learn how to create such effective posts? Read the `Workplace FAQ**` **posters being shared on Trainer Tribe Home from the last 2 weeks. 

**#KnowYourTrainerTribe**",Trainer Tribe,2018-04-16T05:38:03+0000
73,128,50,1,2018-04-11T16:16:36+0000,100024692932936,284578622020844_384902461988459,"Tried a new "" Energizer ""  with Girl Students at Govt ITI, Ajmer (Co-Ed.)",Pallavi Mishra,2018-04-16T05:29:13+0000
182,129,175,1,2018-04-11T05:56:36+0000,100021479812612,284578622020844_384689982009707,"# Congratulations to Mayuri Raval for being our Trainer of the Month for April 2018. Read her inspiring story here. 

## What would you like to share with Mayuri, based on her story?",Trainer Tribe,2018-04-14T15:00:23+0000
126,130,125,1,2018-04-14T03:40:55+0000,100021479812612,284578622020844_385853521893353,"Who is up for this a challenge? 

The new post can be about anything you find interesting, and you need to tag 5 trainers too.",Trainer Tribe,2018-04-14T04:07:57+0000
359,131,350,1,2018-04-13T12:19:34+0000,100020543342882,284578622020844_385572781921427,"**It's been two months since we have started My QUEST Employability Skills curriculum in the Govt. ITIs of Assam. Here is a student sharing her first impression and feedback on the learning experience so far. **

*Note: She at first hesitated in speaking English. Later on, she willingly volunteered thus gaining her confidence to speak and face the camera. *",OSCAR HORO,2018-04-13T16:10:26+0000
,132,,1,2018-04-11T17:40:01+0000,100022488880690,284578622020844_384928678652504,,Ajay Pandey,2018-04-13T11:49:44+0000
61,133,50,1,2018-04-13T05:38:46+0000,100021479812612,284578622020844_385474725264566,"# Come on folks, let us see some beautiful pictures of you :)",Trainer Tribe,2018-04-13T05:38:47+0000
48,134,25,1,2018-04-12T14:35:28+0000,100022089980732,284578622020844_385257001953005,Shear experience University career club member..,Sahil (Ram Prakash),2018-04-12T14:35:29+0000
65,135,50,1,2018-04-12T14:32:03+0000,100022089980732,284578622020844_385255851953120,Career club experience shear office bearer Hrishabh singh chandel,Sahil (Ram Prakash),2018-04-12T14:32:04+0000
57,136,50,1,2018-04-11T03:04:12+0000,100018752347018,284578622020844_384645595347479,So what are you going to educate yourself about today? :),Neha,2018-04-12T12:54:56+0000
,137,,1,2018-04-10T11:46:26+0000,100018776375274,284578622020844_384395098705862,,Aakash Sethi,2018-04-12T12:53:50+0000
134,138,125,1,2018-04-11T09:25:31+0000,100021479812612,284578622020844_384740632004642,"# And here comes the last part of the FAQ series. 
# #Knowyourtrainertribe FAQ#13 
# How can you get help from the Trainer Tribe team?",Trainer Tribe,2018-04-12T12:51:44+0000
55,139,50,1,2018-04-12T10:24:01+0000,100022546450934,284578622020844_385184891960216,"Resume prepare .

Interviews faced from KPS enterprise.",Rosline,2018-04-12T10:24:01+0000
91,140,75,1,2018-04-12T04:39:10+0000,100025212742566,284578622020844_385090518636320,This is Campus Interview for Job from YAZAKI company held in 2016 at Govt.  ITI(W) Gulbarga,Lalita H Patil,2018-04-12T04:39:12+0000
176,141,175,1,2018-04-10T16:49:40+0000,100022823681788,284578622020844_384500405361998,"Placement officers meet at  Halcyon Hotel Bangalore 
It's given lots infomation about doing plan for placement and how connect employers 
I hope it lead us to achieve our Goal.",Basavaraj Bhavimani,2018-04-11T10:47:28+0000
65,142,50,1,2018-04-11T07:57:31+0000,100022089980732,284578622020844_384717185340320,Asian Bridge Indian Varanasi Youth Shear Career Club Experience..,Sahil (Ram Prakash),2018-04-11T07:57:32+0000
40,143,25,1,2018-04-10T18:47:23+0000,100021877906838,284578622020844_384531275358911,Karanataka  Team in Quest Placement meet,Shivakumar,2018-04-10T18:47:24+0000
28,144,25,1,2018-04-10T11:50:43+0000,100022823681788,284578622020844_384396408705731,What are the things we post?,Basavaraj Bhavimani,2018-04-10T16:46:15+0000
143,145,125,1,2018-04-06T09:09:09+0000,100020846959439,284578622020844_382600678885304,Janardhana K V energising the placement officers in gulbarga . Using athe kathe Nova song from pye like a boss... Manjunth Sushmitha Kotresh HB,Melvin,2018-04-10T15:34:03+0000
,146,,1,2018-04-10T11:53:59+0000,100022823681788,284578622020844_384397608705611,,Basavaraj Bhavimani,2018-04-10T11:53:59+0000
23,147,0,1,2018-04-10T11:47:43+0000,100025312207513,284578622020844_384395525372486,We learnt job placement,LAWLY CLAUDSON K L,2018-04-10T11:47:43+0000
46,148,25,1,2018-04-07T19:39:35+0000,100022924790605,284578622020844_383259592152746,"# What does *""Blended Learning""* means to you?",M S Mahala,2018-04-10T08:19:26+0000
123,149,100,1,2018-04-09T04:28:26+0000,100021862189186,284578622020844_383809225431116,"A small video during our guest lecture session on Sexual harassment at Women's ITI Rehabari..
Impact of the Guest Session..",Puja,2018-04-10T08:17:24+0000
195,150,175,1,2018-04-10T07:35:10+0000,100018752347018,284578622020844_384267602051945,"Do you all face a similar challenge as Dharmendra Vasava? Do share your solutions to the question. 

https://questalliance.facebook.com/permalink.php?story_fbid=145763736161193&id=100021827031428",Neha,2018-04-10T07:35:10+0000
94,151,75,1,2018-04-09T12:14:03+0000,100019095730344,284578622020844_383924752086230,"Last 6 years, Only One Day she came late in the office. The reason is... (It can be happen) 

",Sreejith,2018-04-09T12:14:04+0000
